Year,All Pharmacotherapy Prescriptions,Nicotine Replacement Therapy (NRT) Prescriptions,Bupropion (Zyban) Prescriptions,Varenicline (Champix) Prescriptions,Net Ingredient Cost of All Pharmacotherapies,Net Ingredient Cost of Nicotine Replacement Therapies (NRT),Net Ingredient Cost of Bupropion (Zyban),Net Ingredient Cost of Varenicline (Champix),"Tobacco Price
Index","Retail Prices
Index",Tobacco Price Index Relative to Retail Price Index,Real Households' Disposable Income,Affordability of Tobacco Index,Household Expenditure on Tobacco,Household Expenditure Total,Expenditure on Tobacco as a Percentage of Expenditure,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value,ICD10 Code_fat,ICD10 Diagnosis_fat,Diagnosis Type_fat,Metric_fat,Sex_fat,Value_fat,Method,Sex_smk,16 and Over,16-24,25-34,35-49,50-59,60 and Over
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1100.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1100.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,500.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,500.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,500.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,4100.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,4100.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,4100.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,100.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,100.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,100.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1700.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1700.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1700.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,800.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,800.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,800.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1000.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1000.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1000.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1600.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1600.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1600.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,4200.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,4200.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,4200.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,400.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,400.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,400.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1300.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1300.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1300.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,16200.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,16200.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,16200.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,5600.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,5600.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,5600.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,3600.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,3600.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,3600.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,12800.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,12800.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,12800.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,600.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,600.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,600.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,4600.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,4600.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,4600.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,5200.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,5200.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,5200.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,200.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,200.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,200.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1800.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1800.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1800.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,221731.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,221731.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,221731.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,143800.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,143800.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,143800.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,66765.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,66765.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,66765.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,29562.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,29562.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,29562.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,84808.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,84808.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,84808.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,10439.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,10439.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,10439.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,15728.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,15728.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,15728.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1039.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1039.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1039.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,502.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,502.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,502.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,3822.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,3822.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,3822.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,2687.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,2687.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,2687.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1771.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1771.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1771.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,2889.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,2889.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,2889.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,2836.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,2836.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,2836.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,4948.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,4948.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,4948.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1115.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1115.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1115.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,876.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,876.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,876.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,10793.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,10793.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,10793.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,11247.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,11247.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,11247.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,9052.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,9052.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,9052.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,47800.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,47800.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,47800.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1166.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1166.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1166.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,18843.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,18843.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,18843.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,4900.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,4900.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,4900.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,257.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,257.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,257.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1529.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1529.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,1529.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,54700.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,54700.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,54700.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,24600.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,24600.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,24600.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,12500.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,12500.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,12500.0,,,23.0,28.0,28.0,28.0,23.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,16800.0,,,25.0,29.0,31.0,29.0,24.0,14.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,16800.0,,,26.0,30.0,35.0,31.0,26.0,15.0
2004.0,,,,,,,,,654.6,279.3,234.4,188.7,80.5,15375.0,772164.0,2.0,,,,,,,,,,,,16800.0,,,23.0,28.0,28.0,28.0,23.0,14.0
