Year,All Pharmacotherapy Prescriptions,Nicotine Replacement Therapy (NRT) Prescriptions,Bupropion (Zyban) Prescriptions,Varenicline (Champix) Prescriptions,Net Ingredient Cost of All Pharmacotherapies,Net Ingredient Cost of Nicotine Replacement Therapies (NRT),Net Ingredient Cost of Bupropion (Zyban),Net Ingredient Cost of Varenicline (Champix),"Tobacco Price
Index","Retail Prices
Index",Tobacco Price Index Relative to Retail Price Index,Real Households' Disposable Income,Affordability of Tobacco Index,Household Expenditure on Tobacco,Household Expenditure Total,Expenditure on Tobacco as a Percentage of Expenditure,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value,ICD10 Code_fat,ICD10 Diagnosis_fat,Diagnosis Type_fat,Metric_fat,Sex_fat,Value_fat,Method,Sex_smk,16 and Over,16-24,25-34,35-49,50-59,60 and Over
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,15114.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,12196.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,4341.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,19842.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,3376.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,52346.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,62550.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,135684.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,188075.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,24661.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,49255.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,9167.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,4991.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,12107.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,11154.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,1943.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,42566.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,16815.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,291100.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,116200.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,61100.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,97400.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,9500.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,40900.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,15500.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,3300.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,29400.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,3200.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,4000.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,3000.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,2400.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,4600.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,3000.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,41900.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,16200.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,25900.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,50300.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,4500.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,9500.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,5900.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,1400.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,6500.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,2000.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,900.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,5200.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,1600.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,5212710.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,668129.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,725845.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,223877.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,375614.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,630264.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,36344.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,5362.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,8686.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,733.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,6950.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,19610.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,4780.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,6041.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,10990.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,5743.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,14602.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,2748.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,52094.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,58270.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,113931.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,94295.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,16657.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,51327.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,2623.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,2747.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,11489.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,15072.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,2934.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,62559.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,47401.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,14141.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,170600.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,49800.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,55200.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,43800.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,9100.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,27200.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,2800.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,5400.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,900.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,6100.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,800.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,2900.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,1300.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,2300.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,40900.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,12000.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,12500.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,18900.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,3200.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,7300.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,5500.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,2500.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,6700.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,5300.0,,,,,,,,,,,,,,
1009.5,2483.0,1559.0,47.0,877.0,63425.0,31429.0,2060.0,29936.0,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,,
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,450571.0,,,20.0,23.0,26.0,24.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,450571.0,,,21.0,22.0,28.0,25.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,450571.0,,,20.0,24.0,25.0,23.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,252507.0,,,20.0,23.0,26.0,24.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,252507.0,,,21.0,22.0,28.0,25.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,252507.0,,,20.0,24.0,25.0,23.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,131390.0,,,20.0,23.0,26.0,24.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,131390.0,,,21.0,22.0,28.0,25.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,131390.0,,,20.0,24.0,25.0,23.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,62523.0,,,20.0,23.0,26.0,24.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,62523.0,,,21.0,22.0,28.0,25.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,62523.0,,,20.0,24.0,25.0,23.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,146680.0,,,20.0,23.0,26.0,24.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,146680.0,,,21.0,22.0,28.0,25.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,146680.0,,,20.0,24.0,25.0,23.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,23621.0,,,20.0,23.0,26.0,24.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,23621.0,,,21.0,22.0,28.0,25.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,23621.0,,,20.0,24.0,25.0,23.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,28044.0,,,20.0,23.0,26.0,24.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,28044.0,,,21.0,22.0,28.0,25.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,28044.0,,,20.0,24.0,25.0,23.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,1818.0,,,20.0,23.0,26.0,24.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,1818.0,,,21.0,22.0,28.0,25.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,1818.0,,,20.0,24.0,25.0,23.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,601.0,,,20.0,23.0,26.0,24.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,601.0,,,21.0,22.0,28.0,25.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,601.0,,,20.0,24.0,25.0,23.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,6199.0,,,20.0,23.0,26.0,24.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,6199.0,,,21.0,22.0,28.0,25.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,6199.0,,,20.0,24.0,25.0,23.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,699.0,,,20.0,23.0,26.0,24.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,699.0,,,21.0,22.0,28.0,25.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,699.0,,,20.0,24.0,25.0,23.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,4131.0,,,20.0,23.0,26.0,24.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,4131.0,,,21.0,22.0,28.0,25.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,4131.0,,,20.0,24.0,25.0,23.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,3357.0,,,20.0,23.0,26.0,24.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,3357.0,,,21.0,22.0,28.0,25.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,3357.0,,,20.0,24.0,25.0,23.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,4041.0,,,20.0,23.0,26.0,24.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,4041.0,,,21.0,22.0,28.0,25.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,4041.0,,,20.0,24.0,25.0,23.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,6587.0,,,20.0,23.0,26.0,24.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,6587.0,,,21.0,22.0,28.0,25.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,6587.0,,,20.0,24.0,25.0,23.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,8075.0,,,20.0,23.0,26.0,24.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,8075.0,,,21.0,22.0,28.0,25.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,8075.0,,,20.0,24.0,25.0,23.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,2268.0,,,20.0,23.0,26.0,24.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,2268.0,,,21.0,22.0,28.0,25.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,2268.0,,,20.0,24.0,25.0,23.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,1130.0,,,20.0,23.0,26.0,24.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,1130.0,,,21.0,22.0,28.0,25.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,1130.0,,,20.0,24.0,25.0,23.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,21216.0,,,20.0,23.0,26.0,24.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,21216.0,,,21.0,22.0,28.0,25.0,20.0,13.0
2010.0,,,,,,,,,878.3,334.5,262.6,195.0,74.3,17176.0,954781.0,1.8,,,,,,,,,,,,21216.0,,,20.0,24.0,25.0,23.0,20.0,13.0
